"match_id","start_time","end_time","duration","lifecycle_mode","game_variant_category","level_id","map_variant__asset_kind","map_variant__asset_id","map_variant__version_id","ugc_game_variant__asset_kind","ugc_game_variant__asset_id","ugc_game_variant__version_id","clearance_id","playlist__asset_kind","playlist__asset_id","playlist__version_id","playlist_experience","playlist_map_mode_pair__asset_kind","playlist_map_mode_pair__asset_id","playlist_map_mode_pair__version_id","season_id","playable_duration","teams_enabled","team_scoring_enabled","gameplay_interaction","last_team_id","outcome","_rank","present_at_end_of_match","_dlt_load_id","_dlt_id"
"006ef7e0-1821-4a79-9442-e6134853df91","2024-02-29 05:22:06.886+00","2024-02-29 05:32:17.93+00","PT9M50.9607545S",3,42,"d4d880b5-59a2-41bd-9c72-70fde4aaaf35",2,"e8567de9-6e15-458d-b2cf-7762bcbaa6f2","e334de69-4703-428f-aac4-90cfc21b242b",6,"15480417-fa8e-49a9-9d4b-e2ae90815562","8f380d34-8d7f-4c7b-add4-609516beea6d","3e5c6ac7-01d7-4f45-84a0-adade3525872","3","759021fe-1d82-470f-a2e6-e431300b384b","91383e7c-ba09-425a-ade0-3b42d90f75c9","2","7","618f362e-777b-4ad5-94a0-f2d4a3ff5b5c","9d9dc6c0-e231-4b65-b7f5-78e969c06ec8","Csr/Seasons/CsrSeason6-1.json","PT9M50.954S",True,True,2,0,3,5,False,"1719707574.943707","V/qVKX9LTknAcg"
